AvgTime,Age,Food,Drinks,FreePass,Opinion_Polarity,Concert_StartTime,Concert_EndTime,Concert_Duration,PreferedAlbum_Head Hunters,PreferedAlbum_Kind of Blue,Vinyl_True,VIP_True,Concert_City_NYC,Concert_City_SF,Ticket_Type_B,Ticket_Type_CB,Ticket_Type_LB,Ticket_Type_LT,Ticket_Type_PB,Ticket_Type_RB,Ticket_Type_RT,Ticket_Class_XL
0.532,45.0,1625.0,0.0,False,1.0,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3.088,14.0,0.0,0.0,True,0.4375,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2.006,49.0,9192.0,2503.0,True,0.375,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3.842,18.0,0.0,0.0,True,0.05,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
3.062,1.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
0.4,15.0,836.0,7309.0,False,0.4333333333333333,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
3.792,41.0,0.0,0.0,True,0.35,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.411,44.0,265.0,445.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.69,21.0,0.0,0.0,True,0.4291666666666667,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2.3,41.0,1288.0,0.0,True,0.30000000000000004,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2.385,26.0,0.0,0.0,True,0.31539888682745826,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0.652,27.0,828.0,1.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.377,13.0,542.0,1147.0,False,-0.75,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.796,18.0,2083.0,0.0,False,0.5,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0.26,46.0,0.0,880.0,False,-0.5125,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2.941,42.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
2.081,36.0,0.0,0.0,True,0.5,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0.367,32.0,1725.0,799.0,False,0.0,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3.564,25.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0.935,25.0,796.0,982.0,False,-0.5,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.26,4.0,0.0,0.0,False,0.7,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.662,67.0,92.0,3413.0,False,0.24166666666666664,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.365,29.0,1076.0,3864.0,False,0.0,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3.581,22.0,650.0,13.0,True,0.6,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0.471,20.0,859.0,0.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3.404,33.0,2610.0,13.0,True,0.0,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.045,6.0,0.0,0.0,False,0.65,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.167,26.0,0.0,15154.0,False,0.15,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0.102,2.0,0.0,0.0,False,0.2,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
3.793,18.0,0.0,0.0,True,0.1,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.845,47.0,7675.0,208.0,False,1.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3.099,41.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
2.959,17.0,0.0,0.0,True,0.30000000000000004,12.0,5.0,5.0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
3.058,0.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
2.364,35.0,0.0,0.0,True,0.0,16.0,7.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3.025,28.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0.962,23.0,783.0,9.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3.084,13.0,0.0,0.0,True,0.30000000000000004,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.068,47.0,2137.0,776.0,False,-0.5,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
3.529,63.0,375.0,270.0,True,0.09999999999999998,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.077,58.0,5.0,2.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2.696,2.0,0.0,0.0,True,0.0,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.552,30.0,1609.0,1961.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2.184,24.0,691.0,10.0,True,-0.5125,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.504,25.0,18.0,635.0,False,0.16666666666666666,14.0,7.0,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
3.195,4.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
3.576,19.0,0.0,0.0,True,1.0,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0.651,47.0,339.0,2508.0,False,0.39285714285714285,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
3.939,48.0,495.0,5.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.737,29.0,20.0,402.0,False,0.14166666666666664,14.0,7.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2.181,45.0,716.0,0.0,True,0.19166666666666665,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.797,26.0,186.0,5606.0,False,0.31539888682745826,16.0,7.0,3.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0.149,22.0,769.0,730.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3.493,30.0,883.0,0.0,True,-0.1,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3.192,45.0,2401.0,1678.0,True,0.44999999999999996,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0.038,28.0,211.0,3679.0,False,0.0,12.0,5.0,5.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
0.889,13.0,0.0,0.0,False,0.8,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.47,35.0,772.0,36.0,False,0.22694805194805195,12.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2.031,64.0,0.0,0.0,True,0.32499999999999996,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
3.436,33.0,0.0,0.0,True,0.8,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
2.052,40.0,0.0,0.0,True,0.3136904761904762,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
3.571,0.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
0.971,37.0,6187.0,564.0,False,0.2222222222222222,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.533,26.0,0.0,0.0,False,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.51,18.0,5.0,688.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.623,29.0,762.0,0.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.17,20.0,81.0,468.0,False,0.0,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.254,39.0,576.0,489.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3.443,44.0,0.0,0.0,True,0.40285714285714286,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
0.906,21.0,639.0,0.0,False,0.0,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3.376,20.0,0.0,0.0,True,0.7,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.212,32.0,1111.0,1660.0,False,0.4416666666666667,12.0,5.0,5.0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
0.233,23.0,1851.0,3.0,False,0.3625,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2.24,9.0,0.0,0.0,True,0.5285714285714286,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.51,20.0,1455.0,147.0,False,0.09999999999999998,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3.838,25.0,0.0,0.0,True,0.22694805194805195,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3.798,43.0,2036.0,268.0,True,0.30000000000000004,12.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3.801,0.0,0.0,0.0,True,0.22694805194805195,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2.721,27.0,5797.0,987.0,True,1.0,14.0,7.0,5.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
2.984,20.0,715.0,8.0,True,0.7,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.23,30.0,0.0,0.0,True,-0.16666666666666666,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.641,44.0,0.0,0.0,False,0.16547619047619047,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
2.102,43.0,0.0,0.0,True,0.39285714285714285,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2.118,66.0,1610.0,0.0,True,0.7,16.0,7.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.001,16.0,0.0,0.0,False,0.6,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
3.138,49.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
0.457,36.0,751.0,77.0,False,0.22694805194805195,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.399,4.0,0.0,0.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2.643,19.0,758.0,30.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
3.159,20.0,0.0,0.0,True,0.5583333333333333,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
3.185,16.0,0.0,0.0,True,0.6,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
0.866,46.0,784.0,4.0,False,0.49333333333333335,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.84,43.0,847.0,62.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
3.814,31.0,2276.0,52.0,True,-0.7,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.906,43.0,1259.0,963.0,False,-0.1,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
3.765,35.0,0.0,0.0,True,0.2222222222222222,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
0.842,18.0,0.0,0.0,False,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
3.437,47.0,0.0,0.0,True,0.0,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
0.787,20.0,684.0,5.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.859,73.0,738.0,91.0,False,0.7,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3.637,10.0,0.0,0.0,True,0.23333333333333336,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2.006,20.0,0.0,0.0,True,0.39999999999999997,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2.031,61.0,0.0,0.0,True,0.32499999999999996,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
0.175,28.0,2011.0,87.0,False,0.0,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2.917,11.0,0.0,0.0,True,-0.1,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.341,29.0,837.0,594.0,False,0.7,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0.684,18.0,2578.0,0.0,False,0.35,12.0,5.0,5.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3.307,14.0,0.0,0.0,True,0.22694805194805195,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3.588,14.0,853.0,11.0,True,-0.125,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2.895,52.0,707.0,79.0,True,0.30000000000000004,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
3.88,26.0,0.0,0.0,True,0.5,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0.923,36.0,1276.0,1342.0,False,0.0,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0.667,45.0,1351.0,4851.0,False,0.4416666666666667,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
3.63,17.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
2.206,47.0,84.0,657.0,True,0.22694805194805195,14.0,7.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0.208,27.0,2598.0,0.0,False,0.425,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.88,18.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
0.945,25.0,0.0,0.0,False,-0.1,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
3.99,38.0,1048.0,0.0,True,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.82,56.0,2384.0,790.0,True,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0.76,51.0,689.0,32.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.717,33.0,32.0,2757.0,False,0.3416666666666667,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2.773,21.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2.588,22.0,483.0,325.0,True,0.8,16.0,7.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2.973,36.0,2979.0,415.0,True,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.763,31.0,97.0,0.0,False,0.0,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3.46,16.0,0.0,0.0,True,0.8,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
2.095,25.0,4827.0,1994.0,True,0.40285714285714286,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0.659,31.0,629.0,150.0,False,0.0,14.0,7.0,5.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0.022,18.0,1757.0,0.0,False,0.4666666666666666,16.0,7.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.254,22.0,270.0,486.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.957,47.0,895.0,6618.0,False,0.4,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3.671,41.0,0.0,0.0,True,-0.7,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
0.289,31.0,866.0,42.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3.835,3.0,0.0,0.0,True,0.0,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
3.562,34.0,0.0,0.0,True,0.4166666666666667,16.0,7.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.772,25.0,5374.0,2395.0,False,0.3,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.424,24.0,1419.0,165.0,False,-0.5,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.831,0.0,0.0,0.0,True,0.55,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
0.908,40.0,2082.0,25.0,False,0.4666666666666666,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2.19,33.0,661.0,94.0,True,-0.5125,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.9,21.0,0.0,0.0,True,-0.5,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2.142,0.0,0.0,0.0,True,0.18492063492063493,16.0,7.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.558,35.0,9368.0,12474.0,False,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3.674,18.0,0.0,0.0,True,0.7,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
3.905,28.0,3119.0,1770.0,True,0.40285714285714286,12.0,5.0,5.0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
0.632,3.0,0.0,0.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.24,31.0,243.0,0.0,False,0.6,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0.058,34.0,5682.0,1992.0,False,-0.4166666666666667,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.596,19.0,3750.0,41.0,True,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0.757,53.0,1127.0,3939.0,False,0.0,16.0,7.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3.071,40.0,1157.0,0.0,True,0.18492063492063493,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.068,54.0,373.0,3617.0,False,0.6,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2.595,22.0,2404.0,801.0,True,0.8,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.722,18.0,625.0,356.0,False,-0.5125,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0.555,38.0,48.0,832.0,False,0.16666666666666666,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.758,49.0,0.0,0.0,True,0.35,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0.82,31.0,971.0,0.0,False,-0.125,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2.953,60.0,947.0,669.0,True,0.22694805194805195,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0.206,22.0,8.0,637.0,False,0.30000000000000004,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.542,31.0,973.0,938.0,False,-0.1,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3.582,60.0,0.0,0.0,True,1.0,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
2.294,20.0,0.0,0.0,True,0.2222222222222222,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2.314,36.0,0.0,0.0,True,0.7,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0.614,25.0,1051.0,6742.0,False,0.5,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2.404,14.0,0.0,0.0,True,-0.10000000000000002,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2.106,25.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
3.287,36.0,0.0,0.0,True,0.2222222222222222,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
0.074,35.0,815.0,86.0,False,-0.3333333333333333,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2.38,58.0,0.0,0.0,True,0.0,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2.875,0.0,0.0,0.0,True,0.8,16.0,7.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3.371,34.0,621.0,1360.0,True,0.9,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.739,24.0,361.0,427.0,False,-0.4166666666666667,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0.389,21.0,633.0,5.0,False,0.32499999999999996,16.0,7.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.129,34.0,273.0,514.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0.387,1.0,0.0,0.0,False,0.5,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.098,27.0,2918.0,3202.0,False,0.0,16.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2.898,22.0,0.0,0.0,True,0.4,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3.812,28.0,0.0,0.0,True,-0.4166666666666667,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
0.888,27.0,851.0,1.0,False,0.2,12.0,5.0,5.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.457,33.0,771.0,32.0,False,0.1,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3.538,39.0,1046.0,2.0,True,0.47142857142857136,12.0,5.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0.138,36.0,619.0,192.0,False,0.7,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2.546,0.0,0.0,0.0,True,0.09,16.0,7.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2.261,27.0,0.0,0.0,True,0.8,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
3.789,26.0,0.0,0.0,True,0.0,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2.794,14.0,0.0,0.0,True,0.2222222222222222,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
0.252,23.0,579.0,20.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.725,29.0,0.0,0.0,False,0.43333333333333335,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.786,44.0,729.0,0.0,False,0.6,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.765,41.0,0.0,0.0,True,0.0,16.0,7.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0.041,8.0,0.0,0.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.06,48.0,1571.0,2.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.62,21.0,1004.0,0.0,True,0.8,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.917,29.0,377.0,450.0,False,0.0,14.0,7.0,5.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2.019,53.0,0.0,0.0,True,0.4133333333333334,16.0,7.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.902,12.0,0.0,0.0,True,0.30000000000000004,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
3.429,32.0,0.0,0.0,True,0.09,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
3.697,23.0,0.0,0.0,True,1.0,12.0,5.0,5.0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
0.331,18.0,20.0,789.0,False,-0.5,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3.77,18.0,0.0,0.0,True,0.5,12.0,5.0,5.0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
2.931,26.0,0.0,0.0,True,0.7,12.0,5.0,5.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
3.695,11.0,0.0,0.0,True,0.7,12.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2.072,48.0,0.0,0.0,True,0.38,12.0,5.0,5.0,0,1,1,0,1,0,0,0,0,0,0,1,0,1
0.193,22.0,827.0,471.0,False,0.18,12.0,5.0,5.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0.123,21.0,47.0,470.0,False,0.0,14.0,7.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0.476,37.0,637.0,411.0,False,0.65,12.0,5.0,5.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0.771,13.0,1931.0,1557.0,False,0.0,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
0.521,29.0,677.0,175.0,False,0.0,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.021,22.0,1.0,700.0,False,0.6499999999999999,12.0,5.0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2.611,3.0,0.0,0.0,True,0.6666666666666666,14.0,7.0,5.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
2.021,22.0,0.0,0.0,True,0.39999999999999997,12.0,5.0,5.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
2.331,9.0,0.0,0.0,True,0.32155844155844154,12.0,5.0,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3.449,56.0,7748.0,1.0,True,-0.5125,12.0,5.0,5.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2.009,27.0,0.0,0.0,True,-0.16666666666666666,12.0,5.0,5.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
