Id,FreePass
01/7899,True
01/5615,True
01/9202,True
01/3747,True
02/4505,True
01/1988,True
02/0363,True
01/1587,True
01/2429,False
03/6174,True
01/3353,False
01/6260,False
01/1899,False
01/2522,True
01/8285,False
01/6833,False
01/7458,True
06/0770,True
01/7715,False
01/4492,True
01/3939,False
01/4457,False
01/8270,False
01/8789,True
01/4060,True
01/5623,True
01/2147,False
05/7792,True
01/0837,True
01/4766,True
01/2174,False
02/4113,True
01/6541,False
01/7649,True
07/6302,True
02/9125,True
03/3711,True
03/0046,False
01/8167,True
03/9206,True
01/2793,False
02/8616,True
01/7345,False
01/3319,False
02/6526,True
02/6689,False
01/1061,True
01/3463,False
01/5417,False
05/2234,False
01/5113,False
01/7551,True
02/8796,False
02/8602,False
02/9272,False
01/1907,False
02/1800,True
01/8188,False
01/6032,True
02/6033,True
02/0531,True
01/6472,True
02/0179,False
01/4598,False
01/3697,False
01/2166,False
01/5423,False
01/4432,True
02/4350,False
01/2347,False
01/7328,False
02/0470,True
05/6816,True
03/3301,True
07/1709,False
01/6000,False
03/5369,True
01/7296,False
02/5787,True
01/6201,False
01/0794,True
01/3850,False
01/1155,False
01/4000,True
03/6468,False
01/1204,False
01/5409,False
01/3382,False
01/3308,False
01/8819,False
01/4623,True
01/2792,True
01/0367,False
03/8186,True
02/8402,True
02/4309,False
01/7163,True
01/5621,False
01/5024,True
01/3764,True
03/5808,False
01/3132,True
01/5889,False
02/4949,False
01/1338,True
01/5115,True
01/1510,False
04/6827,True
05/9069,False
02/5966,True
01/2255,True
03/3210,False
01/5913,False
01/8729,True
01/2070,False
01/0535,False
01/6991,False
01/5371,True
03/8508,True
01/0795,False
01/2798,False
01/8212,False
01/6425,False
02/2783,False
01/4277,True
02/8288,False
01/8898,False
02/1582,False
03/5969,True
01/9259,False
03/5977,True
02/9070,True
01/1542,False
01/0511,False
01/1358,True
01/4256,False
01/6547,False
01/8587,False
01/7529,True
01/4601,True
01/0146,True
01/7820,True
01/8146,True
01/0845,True
01/7053,False
01/0461,True
01/8653,True
02/1909,True
01/3664,True
01/3856,True
01/1735,True
01/1328,True
01/3626,True
02/4441,True
01/4112,True
01/9066,True
01/6637,False
01/8913,True
02/8129,True
01/7728,False
03/3868,False
02/4523,True
02/7610,False
02/5737,True
01/9034,True
01/4771,True
01/2500,False
03/3283,False
01/0616,False
02/5344,True
01/0001,True
01/2058,False
02/2944,True
02/2505,False
02/2343,True
01/1516,False
01/6297,False
01/2762,False
05/8770,False
01/7251,True
01/8390,True
01/3691,False
01/3985,False
01/2880,True
03/6092,True
01/2989,False
01/3776,True
01/6846,False
01/2664,True
01/5542,False
02/5756,False
03/2977,False
01/4956,True
01/5990,True
02/5719,True
01/8443,True
03/4324,False
01/7090,False
01/0229,False
03/3959,True
05/4523,True
01/0760,False
02/6559,True
01/0928,True
01/6522,True
01/0044,True
01/0015,False
01/7888,False
01/0317,False
03/2009,True
01/7999,True
01/0272,False
01/4639,True
01/4953,True
01/4316,False
01/2515,False
02/6325,False
01/4351,False
03/8669,True
01/3117,False
01/7373,True
02/6756,False
01/0286,False
03/8092,True
01/9198,False
01/2757,False
01/3312,False
01/0567,True
01/6184,True
03/4508,False
01/9113,True
02/8944,True
01/8720,True
01/5098,False
01/7023,False
01/8315,False
02/1226,True
01/5798,False
02/4381,False
01/0600,True
01/7354,True
01/7031,False
01/8079,False
02/4377,False
01/0858,True
01/0798,True
01/8623,False
01/0836,False
01/7240,False
02/7825,False
01/5560,False
02/5679,True
01/4618,False
01/4190,True
01/2080,False
01/3921,False
01/5903,False
01/2658,True
01/1610,False
01/5053,False
01/2988,False
01/9101,False
01/8975,False
01/4126,False
01/3803,False
03/1814,True
01/1110,False
01/2384,True
04/6921,True
04/9081,False
02/2808,True
01/3584,True
02/6340,False
01/5760,True
01/1024,False
01/3322,True
02/7858,False
01/5668,True
01/0946,False
01/7603,True
02/8222,False
01/8356,True
01/6719,True
02/1801,False
01/8594,False
01/8521,True
02/0632,False
01/3064,True
02/4128,True
01/4715,True
01/6527,True
01/4656,False
01/3094,True
01/5394,False
01/3844,True
03/1341,True
01/1228,True
03/3787,False
01/8177,False
01/7722,False
01/2016,True
05/2306,True
03/3550,True
01/4524,True
04/5335,True
01/6558,False
02/6452,False
01/6010,True
01/3847,False
01/4691,False
07/1211,True
01/6327,True
01/2518,True
01/8074,True
01/5706,True
01/5270,True
01/3477,False
01/3858,True
04/0349,True
02/4210,True
01/8962,False
01/3158,False
01/7324,True
01/7021,True
01/8321,False
01/1593,False
02/5038,True
01/3073,True
02/4465,False
01/2733,False
01/6112,True
01/2947,True
01/5716,False
01/5728,False
03/8606,False
02/4247,False
01/4175,False
01/4365,False
01/1896,False
01/6816,True
02/7531,True
01/8326,False
03/1354,True
01/5178,True
01/5410,False
01/5569,True
02/8168,False
01/6705,False
01/3735,True
01/7425,True
01/1560,False
01/6505,False
01/5875,False
01/4108,True
01/6395,False
01/3213,False
02/6992,True
02/3008,False
01/9265,False
01/2366,True
01/0602,True
02/1603,True
01/5971,False
01/4154,True
01/9080,False
01/3133,False
01/0453,True
01/7129,False
02/4001,True
03/6559,True
01/8301,True
01/0460,True
01/0646,True
01/2239,False
01/8226,True
01/7385,False
01/2520,True
02/0290,True
01/2802,False
02/8559,True
01/3333,False
02/7629,False
01/3155,True
02/3876,True
01/7392,True
01/0758,True
06/2234,True
01/8350,False
01/2300,False
02/8606,False
01/3129,False
06/7219,False
04/1149,True
01/1770,True
03/5133,True
01/5874,True
01/8834,False
01/7058,True
02/0467,True
01/2105,True
01/3648,False
01/7134,True
01/0724,False
01/5363,True
01/5056,True
01/6130,True
01/1492,False
01/7125,True
03/4006,False
01/8504,True
01/8162,False
01/3669,False
01/4578,False
02/6583,True
01/8037,False
02/8038,True
02/8557,True
02/6309,False
01/5474,True
01/8856,True
01/4582,True
01/1547,False
01/2884,False
01/4273,False
01/7627,True
01/2485,False
01/2375,False
01/4572,False
01/5675,True
01/1914,True
01/7260,False
01/5151,True
01/6057,False
01/2571,False
03/1124,True
01/7608,True
01/7388,True
02/8186,True
01/2191,True
01/4940,True
02/1326,False
01/1013,True
02/5969,True
03/3265,True
01/6938,True
01/7849,False
01/1122,True
01/1829,True
01/6863,False
02/0266,False
01/5297,True
04/8534,False
01/1341,False
01/8774,True
02/7186,False
02/5967,False
02/2469,False
01/4548,True
01/8299,False
01/8944,True
01/1130,True
06/1211,True
03/8873,True
01/2073,False
04/5561,True
01/1097,True
01/9278,True
01/8841,True
02/6625,False
01/8380,True
02/4663,True
02/0103,True
01/0018,False
01/2399,False
01/8635,False
01/6982,True
01/7284,False
02/1110,True
01/2564,True
01/8617,False
02/1688,True
02/2565,False
01/3608,True
02/4006,True
03/5625,False
01/8501,True
01/2721,False
03/3274,False
02/8893,True
02/0003,False
01/8422,False
01/7799,False
01/4883,True
01/4088,True
02/3737,True
01/5063,True
01/8726,True
02/8517,True
01/0471,False
01/3798,True
01/2908,True
01/7812,False
01/6061,False
01/7094,True
03/7914,False
02/3237,True
01/0097,True
01/4249,True
01/3517,True
01/3908,False
03/6036,True
01/0303,True
01/1356,False
01/4759,False
03/8537,True
01/6243,True
02/6485,False
01/1913,False
01/7232,False
01/2644,False
01/8343,True
03/4450,True
01/5541,True
02/0453,True
01/8263,False
01/2410,True
03/9074,True
01/3163,False
01/0750,False
02/5156,True
01/2716,False
02/0445,False
03/8318,False
02/6233,False
01/4275,False
01/3639,True
01/5538,True
02/8839,False
01/6891,False
01/2639,True
01/5207,False
03/7329,True
03/6729,True
01/4540,True
01/8117,True
03/1615,False
01/4708,False
01/1177,True
02/4224,False
01/1485,True
01/8023,False
01/6524,False
01/5825,True
02/6977,False
01/4751,False
01/6583,True
01/3891,False
02/7135,True
01/0660,True
01/3200,False
01/4741,True
01/2314,True
01/3208,False
01/7712,True
02/0140,False
01/9024,False
03/6744,False
02/8015,False
02/7373,True
03/0811,True
01/5001,False
01/4375,True
02/1727,False
01/2513,False
01/4728,False
01/2725,False
04/0504,False
01/5492,False
01/6888,True
01/1143,False
01/5815,False
01/3879,False
04/3858,False
01/8388,False
01/9262,True
01/0589,False
01/2041,True
01/6666,False
01/8440,False
03/2355,False
03/1669,False
01/3009,True
01/7173,True
02/2276,True
01/4132,True
02/3558,True
01/0085,True
05/7354,True
01/7992,True
02/2552,True
02/3284,True
02/4400,True
01/6704,False
01/6386,False
01/7962,False
01/5217,True
02/1469,True
01/6477,False
01/8847,True
02/2040,True
01/6894,True
01/8762,False
01/2683,True
05/1976,True
01/8639,True
02/8998,False
01/2774,False
01/3234,False
01/4172,True
01/8751,False
05/1211,True
01/3495,True
03/8804,True
05/8366,False
01/2967,False
03/0632,True
01/0918,False
01/1585,True
01/4084,True
01/4950,True
02/2645,False
01/6519,False
01/5642,True
02/1923,True
01/2458,False
01/8192,False
01/7971,True
01/8123,False
02/0211,True
01/1187,False
03/4701,True
01/1262,True
01/3167,False
01/4152,False
04/5782,True
01/3057,False
01/1690,False
01/7133,False
01/4980,False
02/0539,True
02/3301,True
07/8728,False
01/8144,True
02/8339,False
01/2390,False
01/7149,True
02/2818,True
03/3715,False
01/0614,True
04/4822,True
01/6402,False
01/3268,False
01/6751,True
01/2224,False
01/3977,False
01/3981,False
01/8816,True
01/5946,False
01/0816,False
02/5686,False
01/2528,False
01/3706,False
01/1271,True
02/0319,True
02/6774,False
02/1538,True
01/9037,False
01/2478,True
01/4037,True
03/5339,True
04/8793,False
01/1180,True
01/8618,False
01/4244,False
03/5927,True
01/4181,True
01/6358,False
02/9086,False
01/2160,False
01/8600,True
01/3672,False
01/0591,True
01/4239,False
01/1922,True
01/0601,False
01/6393,True
01/3794,True
01/1739,True
03/8117,True
01/9060,False
01/7307,False
02/3844,True
02/2858,True
01/8046,True
01/0045,False
01/1213,False
01/5780,True
01/0541,True
01/9174,False
01/0806,False
01/0483,True
01/4750,False
01/1661,True
03/6819,True
01/7435,True
01/7644,True
01/2805,False
01/7351,True
01/6304,True
01/2797,False
01/8631,True
01/5862,True
01/7107,True
01/7615,False
01/7954,False
01/1080,False
01/5641,True
01/8290,True
06/6986,False
01/1396,False
01/6787,True
01/2876,False
05/8605,True
02/8478,False
01/4161,True
01/5326,True
01/8589,False
03/8147,False
03/8144,True
02/0625,True
01/5043,True
01/8750,False
04/7130,False
02/5936,True
01/5392,False
01/8753,False
01/3742,True
03/1423,True
01/1526,False
03/4390,False
01/7622,False
01/1361,True
01/4851,False
01/2596,False
01/3533,False
01/2930,False
01/0086,False
01/5114,True
04/3439,False
01/0377,False
01/7109,False
02/7709,True
01/6119,True
01/1666,True
01/0374,False
01/5565,False
01/0941,False
01/7409,False
01/5212,False
01/1602,False
03/2026,False
01/6735,True
01/8280,False
02/6959,True
01/7550,True
01/1974,False
01/0115,False
01/0506,True
01/3508,False
01/4422,True
01/8471,False
04/6332,False
01/6121,True
03/4776,True
01/4551,True
01/1255,True
01/5367,True
01/3049,False
02/4661,True
01/3305,True
01/2261,True
06/0717,False
02/6283,False
01/7315,True
02/7873,False
01/5166,False
01/3636,False
04/6288,True
01/1701,True
01/3573,False
01/8525,True
02/7974,False
03/7825,False
02/1913,True
01/5982,False
01/6920,False
02/5308,True
01/2459,True
01/6049,False
01/2340,False
01/3865,True
03/3475,True
01/1269,False
03/0044,True
01/1035,False
02/3889,False
01/8685,True
02/1670,True
01/6440,True
01/8221,True
01/2864,False
01/5132,True
01/1677,False
01/3238,True
02/7452,True
01/5169,False
04/4594,False
03/8458,True
01/5195,False
01/8432,True
02/7950,True
01/0350,True
01/6615,True
01/8484,True
01/6587,True
01/8168,False
01/3077,True
01/3084,True
01/1718,True
02/6671,False
01/4386,True
01/6444,False
01/8952,False
01/4205,False
01/7753,True
02/0268,False
01/7640,True
01/1147,True
01/4932,False
06/4582,False
01/6937,True
01/2589,True
01/4513,False
01/5330,False
01/0447,True
01/4909,False
01/0035,False
